Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Length (product.metafields.custom.length),Thickness (product.metafields.custom.thickness),Weight (product.metafields.custom.weight),Width (product.metafields.custom.width),Wood Species (product.metafields.custom.wood_species),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
h29658tec,TEAK - 19x14x2 Inches - H29658TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 19 Inches, Width: 14 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29658TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_d50ff38a-3c98-4d1e-be02-0241ffcba669.jpg?v=1764142743,1,"Image of TEAK - 19x14x2 Inches - H29658TEC - a live edge TEAK slab, 19 Inches long, 14 Inches wide, and 2 Inches thick.",false,TEAK - 19x14x2 Inches - H29658TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 19 Inches long, 14 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,19 Inches,2 Inches,16.4 lbs,14 Inches,TEAK,,,,,,lb,,27.20,active
h29657tec,TEAK - 19x14x2 Inches - H29657TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 19 Inches, Width: 14 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29657TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_20cda3b1-3910-4a7d-91a8-04cd7c1457dc.jpg?v=1764142742,1,"Image of TEAK - 19x14x2 Inches - H29657TEC - a live edge TEAK slab, 19 Inches long, 14 Inches wide, and 2 Inches thick.",false,TEAK - 19x14x2 Inches - H29657TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 19 Inches long, 14 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,19 Inches,2 Inches,16.4 lbs,14 Inches,TEAK,,,,,,lb,,27.20,active
h29656tec,TEAK - 19x16x2 Inches - H29656TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 19 Inches, Width: 16 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29656TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_6a3d1428-8b93-4190-8c45-a0684e01274e.jpg?v=1764142741,1,"Image of TEAK - 19x16x2 Inches - H29656TEC - a live edge TEAK slab, 19 Inches long, 16 Inches wide, and 2 Inches thick.",false,TEAK - 19x16x2 Inches - H29656TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 19 Inches long, 16 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,19 Inches,2 Inches,16.4 lbs,16 Inches,TEAK,,,,,,lb,,27.20,active
h29645tec,TEAK - 20x15x2 Inches - H29645TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 20 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29645TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_2acb30af-7636-4316-ab95-4c102c6f881c.jpg?v=1764142741,1,"Image of TEAK - 20x15x2 Inches - H29645TEC - a live edge TEAK slab, 20 Inches long, 15 Inches wide, and 2 Inches thick.",false,TEAK - 20x15x2 Inches - H29645TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 20 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,20 Inches,2 Inches,16.4 lbs,15 Inches,TEAK,,,,,,lb,,27.20,active
h29641tec,TEAK - 19x15x2 Inches - H29641TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 19 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29641TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_a76d3282-f7d4-480f-afb0-3110ae03a988.jpg?v=1764142741,1,"Image of TEAK - 19x15x2 Inches - H29641TEC - a live edge TEAK slab, 19 Inches long, 15 Inches wide, and 2 Inches thick.",false,TEAK - 19x15x2 Inches - H29641TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 19 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,19 Inches,2 Inches,16.4 lbs,15 Inches,TEAK,,,,,,lb,,27.20,active
h29633tec,TEAK - 18x15x2 Inches - H29633TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 18 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29633TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_39ebaec1-c1db-4638-8e19-63f8f3ef41a0.jpg?v=1764142740,1,"Image of TEAK - 18x15x2 Inches - H29633TEC - a live edge TEAK slab, 18 Inches long, 15 Inches wide, and 2 Inches thick.",false,TEAK - 18x15x2 Inches - H29633TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 18 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,18 Inches,2 Inches,16.4 lbs,15 Inches,TEAK,,,,,,lb,,27.20,active
h29630tec,TEAK - 18x12x2 Inches - H29630TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 18 Inches, Width: 12 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 12.3 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29630TEC,5579.004714052,shopify,1,deny,manual,147.00,210.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_7112d06d-0ec2-486e-969b-4f0092438589.jpg?v=1764142739,1,"Image of TEAK - 18x12x2 Inches - H29630TEC - a live edge TEAK slab, 18 Inches long, 12 Inches wide, and 2 Inches thick.",false,TEAK - 18x12x2 Inches - H29630TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 18 Inches long, 12 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,18 Inches,2 Inches,12.3 lbs,12 Inches,TEAK,,,,,,lb,,20.40,active
h29626tec,TEAK - 18x14x2 Inches - H29626TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 18 Inches, Width: 14 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29626TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_8a9703b2-924b-48e1-a320-a307bb532614.jpg?v=1764142738,1,"Image of TEAK - 18x14x2 Inches - H29626TEC - a live edge TEAK slab, 18 Inches long, 14 Inches wide, and 2 Inches thick.",false,TEAK - 18x14x2 Inches - H29626TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 18 Inches long, 14 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,18 Inches,2 Inches,16.4 lbs,14 Inches,TEAK,,,,,,lb,,27.20,active
h29622tec,TEAK - 19x15x2 Inches - H29622TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 19 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 16.4 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29622TEC,7438.00768326,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_20f875f3-607c-40f8-a6f3-6a8873903dd3.jpg?v=1764142738,1,"Image of TEAK - 19x15x2 Inches - H29622TEC - a live edge TEAK slab, 19 Inches long, 15 Inches wide, and 2 Inches thick.",false,TEAK - 19x15x2 Inches - H29622TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 19 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,19 Inches,2 Inches,16.4 lbs,15 Inches,TEAK,,,,,,lb,,27.20,active
h29449cen,MONKEY POD - 50x20x2 Inches - H29449CEN,"<p>Experience the natural beauty of this authentic Monkey Pod live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Monkey Pod</li>
<li>
<strong>Dimensions:</strong> Length: 50 Inches, Width: 20 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 31.5 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 34-38 Inches, MONKEY POD, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29449CEN,14287.978218052,shopify,1,deny,manual,686.00,980.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_0e028b70-619d-4cf3-9ac3-659cf0592d0a.jpg?v=1764142738,1,"Image of MONKEY POD - 50x20x2 Inches - H29449CEN - a live edge MONKEY POD slab, 50 Inches long, 20 Inches wide, and 2 Inches thick.",false,MONKEY POD - 50x20x2 Inches - H29449CEN,"Authentic live edge slab crafted from MONKEY POD, measuring approximately 50 Inches long, 20 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,50 Inches,2 Inches,31.5 lbs,20 Inches,MONKEY POD,,,,,,lb,,95.20,active
h29092tec,TEAK - 16x11x2 Inches - H29092TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 16 Inches, Width: 11 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 8.2 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29092TEC,3719.00384163,shopify,1,deny,manual,98.00,140.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_9b5347e4-c50d-4624-aea4-fe2ee8266971.jpg?v=1764142738,1,"Image of TEAK - 16x11x2 Inches - H29092TEC - a live edge TEAK slab, 16 Inches long, 11 Inches wide, and 2 Inches thick.",false,TEAK - 16x11x2 Inches - H29092TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 16 Inches long, 11 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,16 Inches,2 Inches,8.2 lbs,11 Inches,TEAK,,,,,,lb,,13.60,active
h29090tec,TEAK - 17x11x2 Inches - H29090TEC,"<p>Experience the natural beauty of this authentic Teak live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Teak</li>
<li>
<strong>Dimensions:</strong> Length: 17 Inches, Width: 11 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 12.3 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 10-23 Inches, TEAK, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H29090TEC,5579.004714052,shopify,1,deny,manual,147.00,210.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_e2460522-5435-463f-97d4-9b59ab1d99a0.jpg?v=1764142737,1,"Image of TEAK - 17x11x2 Inches - H29090TEC - a live edge TEAK slab, 17 Inches long, 11 Inches wide, and 2 Inches thick.",false,TEAK - 17x11x2 Inches - H29090TEC,"Authentic live edge slab crafted from TEAK, measuring approximately 17 Inches long, 11 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,17 Inches,2 Inches,12.3 lbs,11 Inches,TEAK,,,,,,lb,,20.40,active
h28547gnc,PAROTA - 54x41x2 Inches - H28547GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 54 Inches, Width: 41 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 69.75 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Slab,"Diameter 44-50 Inches, PAROTA, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H28547GNC,31638.022448263,shopify,1,deny,manual,1519.00,2170.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_ace9d637-2583-4cf2-9f2c-a774428bc3d6.jpg?v=1764142736,1,"Image of PAROTA - 54x41x2 Inches - H28547GNC - a live edge PAROTA slab, 54 Inches long, 41 Inches wide, and 2 Inches thick.",false,PAROTA - 54x41x2 Inches - H28547GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 54 Inches long, 41 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,54 Inches,2 Inches,69.75 lbs,41 Inches,PAROTA,,,,,,lb,,210.80,active
h28359gap,JATOBA - 21x15x2 Inches - H28359GAP,"<p>Experience the natural beauty of this authentic Jatoba live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Jatoba</li>
<li>
<strong>Dimensions:</strong> Length: 21 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 19.2 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Slab,"Diameter 10-23 Inches, JATOBA, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H28359GAP,8708.020960023,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_490f7b5a-2ab6-464d-9dc0-ff10bf750995.jpg?v=1764142735,1,"Image of JATOBA - 21x15x2 Inches - H28359GAP - a live edge JATOBA slab, 21 Inches long, 15 Inches wide, and 2 Inches thick.",false,JATOBA - 21x15x2 Inches - H28359GAP,"Authentic live edge slab crafted from JATOBA, measuring approximately 21 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,21 Inches,2 Inches,19.2 lbs,15 Inches,JATOBA,,,,,,lb,,27.20,active
h28358gap,JATOBA - 21x15x2 Inches - H28358GAP,"<p>Experience the natural beauty of this authentic Jatoba live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Jatoba</li>
<li>
<strong>Dimensions:</strong> Length: 21 Inches, Width: 15 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 19.2 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Slab,"Diameter 10-23 Inches, JATOBA, Thickness: 2 Inches, Type: Round",true,Title,Default Title,,,,,,,,H28358GAP,8708.020960023,shopify,1,deny,manual,196.00,280.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_6c648506-6f89-4603-8e84-49fae9e08ddd.jpg?v=1764142735,1,"Image of JATOBA - 21x15x2 Inches - H28358GAP - a live edge JATOBA slab, 21 Inches long, 15 Inches wide, and 2 Inches thick.",false,JATOBA - 21x15x2 Inches - H28358GAP,"Authentic live edge slab crafted from JATOBA, measuring approximately 21 Inches long, 15 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,21 Inches,2 Inches,19.2 lbs,15 Inches,JATOBA,,,,,,lb,,27.20,active
h24784gnc,PAROTA - 54x49x3 Inches - H24784GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 54 Inches, Width: 49 Inches, Thickness: 3 Inches</li>
<li>
<strong>Weight:</strong> 124.03 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"Diameter 50+ Inches, PAROTA, Thickness: 3 Inches, Type: Round",true,Title,Default Title,,,,,,,,H24784GNC,56259.016291863,shopify,1,deny,manual,2699.00,3858.75,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_64acdb79-555f-4d63-8008-f9cdf768e69f.jpg?v=1764142734,1,"Image of PAROTA - 54x49x3 Inches - H24784GNC - a live edge PAROTA slab, 54 Inches long, 49 Inches wide, and 3 Inches thick.",false,PAROTA - 54x49x3 Inches - H24784GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 54 Inches long, 49 Inches wide, and 3 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,54 Inches,3 Inches,124.03 lbs,49 Inches,PAROTA,,,,,,lb,,374.85,active
k47951gnc,PAROTA - 129x51x2 Inches - K47951GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 129 Inches, Width: 51 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 204.75 lbs</li>
<li>
<strong>Seating Capacity:</strong> 12+ Person</li>
</ul>",Kovara,Furniture > Tables > Kitchen & Dining Room Tables,Slab,"PAROTA, Seating Capacity: 12+ Person, Thickness: 2 Inches, Type: Slab, Width: 45+ Inches",true,Title,Default Title,,,,,,,,K47951GNC,92871.994495049,shopify,1,deny,manual,4459.00,6370.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_fedb0ec2-3b20-412e-a85c-e1478a10baf5.jpg?v=1764142734,1,"Image of PAROTA - 129x51x2 Inches - K47951GNC - a live edge PAROTA slab, 129 Inches long, 51 Inches wide, and 2 Inches thick.",false,PAROTA - 129x51x2 Inches - K47951GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 129 Inches long, 51 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",4355,,,,,,,,,,,129 Inches,2 Inches,204.75 lbs,51 Inches,PAROTA,,,,,,lb,,618.80,active
k47950gnc,PAROTA - 129x52x2 Inches - K47950GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 129 Inches, Width: 52 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 209.25 lbs</li>
<li>
<strong>Seating Capacity:</strong> 12+ Person</li>
</ul>",Kovara,Furniture > Tables > Kitchen & Dining Room Tables,Slab,"PAROTA, Seating Capacity: 12+ Person, Thickness: 2 Inches, Type: Slab, Width: 45+ Inches",true,Title,Default Title,,,,,,,,K47950GNC,94914.021985552,shopify,1,deny,manual,4557.00,6510.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_76e8be2a-f08e-4023-ba05-38d94ddd048d.jpg?v=1764142733,1,"Image of PAROTA - 129x52x2 Inches - K47950GNC - a live edge PAROTA slab, 129 Inches long, 52 Inches wide, and 2 Inches thick.",false,PAROTA - 129x52x2 Inches - K47950GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 129 Inches long, 52 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",4355,,,,,,,,,,,129 Inches,2 Inches,209.25 lbs,52 Inches,PAROTA,,,,,,lb,,632.40,active
k47940gnc,PAROTA - 120x47x2 Inches - K47940GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 120 Inches, Width: 47 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 175.5 lbs</li>
<li>
<strong>Seating Capacity:</strong> 10-12 Person</li>
</ul>",Kovara,Furniture > Tables > Kitchen & Dining Room Tables,Slab,"PAROTA, Seating Capacity: 10-12 Person, Thickness: 2 Inches, Type: Slab, Width: 45+ Inches",true,Title,Default Title,,,,,,,,K47940GNC,79605.00734263,shopify,1,deny,manual,3822.00,5460.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_52279ab8-273b-4515-a38c-e0bec1a4d180.jpg?v=1764142732,1,"Image of PAROTA - 120x47x2 Inches - K47940GNC - a live edge PAROTA slab, 120 Inches long, 47 Inches wide, and 2 Inches thick.",false,PAROTA - 120x47x2 Inches - K47940GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 120 Inches long, 47 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",4355,,,,,,,,,,,120 Inches,2 Inches,175.5 lbs,47 Inches,PAROTA,,,,,,lb,,530.40,active
k47939gnc,PAROTA - 102x51x2 Inches - K47939GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 102 Inches, Width: 51 Inches, Thickness: 2 Inches</li>
<li>
<strong>Weight:</strong> 162.0 lbs</li>
<li>
<strong>Seating Capacity:</strong> 10-12 Person</li>
</ul>",Kovara,Furniture > Tables > Kitchen & Dining Room Tables,Slab,"PAROTA, Seating Capacity: 10-12 Person, Thickness: 2 Inches, Type: Slab, Width: 45+ Inches",true,Title,Default Title,,,,,,,,K47939GNC,73481.011396023,shopify,1,deny,manual,3528.00,5040.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_e6ece97c-1010-47ef-a7e9-07bdea3288f8.jpg?v=1764142732,1,"Image of PAROTA - 102x51x2 Inches - K47939GNC - a live edge PAROTA slab, 102 Inches long, 51 Inches wide, and 2 Inches thick.",false,PAROTA - 102x51x2 Inches - K47939GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 102 Inches long, 51 Inches wide, and 2 Inches thick. Perfect for a custom table or bench.",4355,,,,,,,,,,,102 Inches,2 Inches,162.0 lbs,51 Inches,PAROTA,,,,,,lb,,489.60,active
